accountIdentifier,principal,numberOfOwnedNFTs,ownedNFTs,ownedNFTsVisible,minted,numberOfMintedNFTs,mintedNFTs,mintedNFTsVisible,mintValueICP,sold,numberOfSoldNFTs,soldNFTs,soldNFTsVisible,sellValueICP,bought,numberOfBoughtNFTs,boughtNFTs,boughtNFTsVisible,buyValueICP,listings,numberOfListedNFTs,listedNFTs,listedNFTsVisible,minListingPriceICP,collectionName,collectionCanisterId
077f04f2dd26eec39704fc4595c565463568a637c288be49f0586b03f95431a6,j3du3-7wjyt-ovgje-cimy6-uqhzm-uiipz-2qe3z-fbeaw-khms7-sygz4-pae,11,33;98;147;51;100;405;85;326;74;379;159,34;99;148;52;101;406;86;327;75;380;160,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
5b2573757332d82425c864d1e23b1142d82b43d619196132a5b4564d75710111,fe4bw-nhvfn-5seks-dgxoi-r76m7-la2k7-ngzqt-kl5as-pruls-a3muz-lae,8,272;144;388;389;71;393;394;380,273;145;389;390;72;394;395;381,false,0,,,0,false,0,,,0,true,5,144;388;389;393;394,145;389;390;394;395,410,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
4d7cd1a1268213075216ac487b3c293a5077aeeb8362efc041d230a8eb96bbad,zmfzs-vgs67-rxz3v-7y2uw-dk75f-fheht-4wuo4-72ddc-pbs7x-6mr5l-aae,8,160;225;418;229;314;124;349;157,161;226;419;230;315;125;350;158,false,0,,,0,false,0,,,0,true,8,160;225;418;229;314;124;349;157,161;226;419;230;315;125;350;158,304,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
5dd1943d29e31697288d07b1d85eed3be8e828c2668ad0291336d9b956ed91e2,6vr5o-ux2vh-rom5y-aidmq-qjcaj-rmqbw-genxy-umpf4-v3rjk-t26a5-7ae,7,338;324;391;216;412;302;158,339;325;392;217;413;303;159,false,0,,,0,false,0,,,0,true,2,216;158,217;159,62,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
d2eee1bf288b7c42357ee6318f86aa5e4d1a6d58171c12bf773e3b9213a5542f,mds2d-xyy33-jqqyc-ltcw6-g6rvj-6dr4u-qp62e-737rb-uetma-rt7o4-5qe,6,257;259;311;247;235;191,258;260;312;248;236;192,false,0,,,0,false,0,,,0,true,6,257;259;311;247;235;191,258;260;312;248;236;192,180.59999999,true,1,311,312,89,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
ffa8c0252106d9a545f04b065dd6a6b738e2d271b59fda14ea75cf540056fb71,udmjf-fyc6j-f7dnl-dw5bh-hh4wg-ln7iy-36pgp-mjocm-my4vc-r2irg-2ae,6,304;371;339;375;330;331,305;372;340;376;331;332,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
c9050b4884be2b9045be8cbb4157b19160775cad17dd9641df0c7740c7815626,kxetu-w5chs-o4tzs-tvkgr-d3cpo-37mop-2ayyv-ogc5x-r6ufy-nmkco-fae,6,64;162;261;280;395;238,65;163;262;281;396;239,false,0,,,0,false,0,,,0,true,1,261,262,18.98,true,2,64;162,65;163,30,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
c75fe787358afb58a91da76436fec66f97ca6fde4d471c5ff189e620908eb704,xue6w-y427b-j2ygw-tbduo-daj2n-s3brb-kpqql-wusyk-4o4ls-ihd2g-uae,5,192;112;72;153;171,193;113;73;154;172,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
6930ca7d16a632e271197e5e42ec523c07e2ae4eef5a4bb97ee795d0a9b6a2f7,ne7kl-gpbub-bzqox-jepql-fiffs-lltfm-as5vy-3zfnj-m63nc-xlmzm-yqe,5,145;323;341;343;91,146;324;342;344;92,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
a5e41ca2229be8435e1bf274b7cd972343abe24f801c36efae7fc2e17817506f,dq6mg-eoyn2-jge6b-5w3qr-7a2zl-7ic7d-zrvrs-edvve-5mxxl-cez4k-kqe,5,52;327;120;237;93,53;328;121;238;94,false,0,,,0,false,0,,,0,false,0,,,0,true,1,93,94,37,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
96b97086ad880f1ad15c81f5ba6f35b6e7b8f02c16ca0f5ff051c91567afe8ec,g4t3m-xo4ls-pjtgk-627ou-esc5w-dgxkq-n43ay-4lqwn-my2o5-ql7yt-kqe,5,81;274;309;24;44,82;275;310;25;45,false,0,,,0,false,0,,,0,true,2,81;24,82;25,24.5,true,5,81;274;309;24;44,82;275;310;25;45,33,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
439f5b44cbe53d30563760c1a3908c90ce7fdeeea1c31bdc33a86f899c2ca36b,6sicu-gkfvn-5pkgl-z72ae-xs7dq-p252e-g42hi-hosap-wxddd-breoj-iqe,5,384;404;411;397;398,385;405;412;398;399,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
98d4009daf774ea5c32ef246f1e4202d404c01051346bda0c08cc5d5cff6cc3d,t7lfn-iu3jt-cumz6-4eg2w-v7k5v-on6x6-4q54y-kdwwd-esoxq-3riqe-bae,4,244;119;232;8,245;120;233;9,false,0,,,0,true,2,205;174,206;175,60.5,true,5,244;119;8;232;205,245;120;9;233;206,65.88,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
1e08685b4a1b6754ccfb91df615fe1389686fd11a0ba411ed68f7b61c04d84f3,ko5b6-tlhhq-6zb54-pmzts-igcuh-xrxd5-b5t3v-jio75-uhejk-57jzi-yqe,4,97;101;295;215,98;102;296;216,false,0,,,0,false,0,,,0,false,0,,,0,true,1,101,102,28,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
fdfcd426ed40aac519af2be3a4c100af527fd5c6e723af5969c0facaa408e0e7,yvoly-quzkf-2gcag-4s4cs-njcy5-7wlom-pxmvb-3crhc-mi2lp-n5rbq-nqe,3,256;122;205,257;123;206,false,0,,,0,false,0,,,0,true,2,256;205,257;206,52.5,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
2df570786eb1c8d2146b4f5faf6bb01d8d7e375a12d4dcc9edeb57b21750aaf0,alqay-pegcz-ig54p-t677z-7ojmn-ij7jl-fglh4-zqbib-cm5t2-pbu7d-gqe,3,176;184;254,177;185;255,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
f6f52e57cb178063899b8b6518aebe700ca724576a6da6f30f4eadf9f5b591e4,r6zjy-6gsgj-4qrvz-hytyf-6oliy-3fvza-xdyph-ntid7-bwjjy-rzz6y-dae,3,198;150;255,199;151;256,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
3b08035c106d20549fe088c05fba318a4c9d83f2b5323e8d26b465adb4a9dd6e,bqgnr-xh6u5-e5vue-efrv5-yg32t-tjlut-iloex-t5ts3-fvefu-2em23-pqe,3,17;217;189,18;218;190,false,0,,,0,false,0,,,0,false,0,,,0,true,2,217;189,218;190,34,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
e7a88cd8c5fa82c45470c0bd87f8eb1b297c9824eaa496bcb5b92e0db3935b63,,3,370;282;396,371;283;397,false,0,,,0,false,0,,,0,true,2,370;282,371;283,139,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
e0bd4d2ff0b297b737e5ff3b72c63b051ef79c5a53f08eb7ac601355f4ccb9ea,h2kbq-weaft-tvrm6-plojn-ahs5w-jnjdh-oe2kw-qovfi-air7r-jnovv-5qe,3,355;358;127,356;359;128,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
a555c4f1e300d5b8b8275c29ff9a8e06f746ed736edef52ecf2debf65f065e36,kz54o-sk4wb-wyxxj-fdjfx-4n3gg-egnus-jd4ck-6g7bm-elr77-xc3en-4qe,3,65;194;260,66;195;261,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
990bb0045ac9592016a7dd0156d5886aa7f5f7f0dd170bebc32e0047d27140e6,zxouk-syhgm-ucgnj-5n4e3-cgj6n-oby6a-vl63f-z75qd-jncmc-hmtr5-2qe,3,213;344;361,214;345;362,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
bcc8b08a9b68038d4bc3ed26fd5c9a96dc533b57e8a848e7aa627d0d79404a8d,g57a4-ksppd-oaye5-3lfpq-4kjqe-yshzb-ei4jv-srv63-e2mlb-ozvrc-xae,3,195;103;14,196;104;15,false,0,,,0,false,0,,,0,true,3,195;103;14,196;104;15,54.19999999,true,1,14,15,32,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
44e08c43ac97517655a5dfe4cb2a4fd3b83a1f6f2184bb15e75c75f20be506fe,k3bzp-fsjc6-i2cy3-mqool-tl4zq-tlrcj-za5h3-bmqbz-mkjev-ywgbw-fqe,3,409;12;286,410;13;287,false,0,,,0,false,0,,,0,false,0,,,0,true,1,286,287,88,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
6a6c46eb17037e595d258539da53d1e6a9f783b9c2aa4fb0a61b0e0150d8095d,jt2n6-ckxw3-vpzsb-5o5wj-gec3x-myeg7-snky3-4f5rc-ijvan-c2qfs-uae,3,136;139;47,137;140;48,false,0,,,0,false,0,,,0,true,1,139,140,27,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
92dcddeb807e337aa73a44b1dabe7f4734cd694e921dd26bd07e381001d824c2,sketn-32g6k-hdzfd-fvkx6-jqzkf-vk246-kf6cz-cjvrp-wgvcf-7aloo-6qe,2,385;383,386;384,false,0,,,0,false,0,,,0,false,0,,,0,true,2,385;383,386;384,150,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
bb41116cb5e9ad9172c5b5cfedae58c5d178dad05a9d1ee8205d005dc9d7f6df,vukz5-chagn-4bxa6-7ralf-jvmkp-nrepy-vsehz-wcy62-jsq6a-ym2vj-uqe,2,148;318,149;319,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
ec88534f0aae86bb92be63703818c2fddbff03178d471f5ddf065f98d253effe,rqjzd-bg2vw-pmzvo-fk45m-lkqot-bwjfb-eejwr-dtbsg-ww6uq-rc6lm-nae,2,165;7,166;8,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
656473a769f2a7cc752e92321e18dc7ef933f7691585f368af87feaa7411e80c,4bdyr-nnvke-24266-zktr7-tz4pv-h4vuc-7vrel-lq5go-ewhmc-3gjv4-tqe,2,381;319,382;320,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
901ce5b6d85e4ecb39b43e8e50e495c70144dc35ff5ac42fde198cc776e7249e,zexru-gfxov-725fh-uvc5l-az7ut-gsuqu-q2pvi-jtw57-ppaxg-7tu2n-tqe,2,403;329,404;330,false,0,,,0,false,0,,,0,true,1,403,404,105,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
b4be27cac04a4e2b2e90ca2f55e033092edf53a67a7ed228044eddb3726eb24f,6c34y-uyyhj-ekco6-w23zl-2jta7-m5yor-cg5nr-nb43y-odyzy-iy67g-lqe,2,102;207,103;208,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
c43278d9070d0b78377a05ec89f240931fca99df4f3a81441b3f1638e9d858a3,goeb5-yaqhv-que5m-2zv6r-pfcsj-wtvwd-zdajr-5vfkv-oh636-a5dnn-yqe,2,299;414,300;415,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
67759d98cf74aa6564330071dd1da98cc6ab5b93435f510fd7bd85c08af8eade,,2,129;172,130;173,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
2721ccf6d3e04a053bbb656276ad9e16ca8eb720bd36a18254fc3a91c136c743,6qqy5-ezecq-mc74e-6f2yp-ffev4-trqxv-uafjy-quagq-otlfj-ab453-hqe,2,313;335,314;336,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
a4964f45f3c50c80c38c16dec0994f3823085700feca1614ca210d63571cebc9,qkqzj-tawqg-6yaqn-ju2a5-fcnut-i5jkl-or4vb-cvz3p-yb5yl-ca53h-dqe,2,288;25,289;26,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
187fbe5bdf38869c80d207a8df44b38f5a4f9a7378b5c779684fbe3b614673e9,qj23l-xpvio-avnrl-bhs7g-6ycm6-3zq46-2pg4x-hzhnh-uud5x-aw4q4-3qe,2,2;111,3;112,false,0,,,0,false,0,,,0,true,2,2;111,3;112,39.5,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
66b5ebd2ac3e237480eef309399c3ba37cbc8c13f207a87a337d9b6d6165a956,dxyda-bakh5-7yo5p-s7kgy-wqb5q-lileb-aktwq-jilsk-2wvxs-c5pte-3qe,2,317;301,318;302,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
85d95e71fa0e630cc0cd3e44546f5f8cf2291d6f8afe67af1ec61c0a88a9cfc4,ux3lc-vk5xq-ycx2o-4aeii-bfhns-4cbjr-vismz-citfg-herpq-ul66j-fqe,2,316;333,317;334,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
cccd5643fa3b58f3abd3823c9adee75dbe2b114e19332a33131aead81e2b56b3,pjiej-45tz6-uut56-rilm4-fij5x-6c5ld-zfgcy-ege3c-osh35-oqlp6-oqe,2,369;387,370;388,false,0,,,0,true,2,349;14,350;15,66.39999999,true,4,369;387;349;14,370;388;350;15,216.12,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
60262f93525e89e70bc1847e7af95dedd76196038b48f1f05b83717525ab4ff7,jcaqz-ub6yq-ryaho-5lgfx-ldvn5-mvtb7-g3yvf-cncec-l2aof-25q64-vqe,2,137;222,138;223,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
c0450b82f96bf1683fe76d32315dfafec6e7b1dc2410cf99c6435bdc675eb4dc,mpis3-bdl4u-m3wzt-rmdwg-too5p-i3rnx-tvbip-nu5sk-letan-yw7oi-hae,2,246;140,247;141,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
7da3c45ff8f9999074edc4e6e128503c200e8527d87bbd8cd9fb209f285f523d,,2,179;79,180;80,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
863f94aa7236f6bcd8091c464653d1de809c878337c5d921dfc0bfbecbc5b43b,tq6sf-kylro-crse4-vxev4-l3myi-sqddc-xqssw-6jna4-wytn6-3hk6c-uae,2,212;63,213;64,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
5cdc03ac412954d96d5556220b61024d2b163ffbf21b75b6ac9c104da313d862,zzdcv-okiiz-itsud-7fpy3-nq2kj-7at2a-ngqlf-pg7dq-twz4a-e6cau-tae,2,273;364,274;365,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
673b5161f2c25acd9c08e7eb2f71bf12c24952d42b697e3b125fb5f32a7d89ff,,2,402;420,403;421,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
2d00c735893f9746b8f42733f7beee397148becc06408788479ca5d4cef8a660,w3ede-go46i-q4kpz-5hmll-pxg6g-hyd6i-54gn6-lh3uf-3cdaa-2p3ss-yqe,2,305;345,306;346,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
8c358247ce341b5794ff6e3f749c93465b10295e3155e522918b62ca8a4eb9e8,,2,37;104,38;105,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
50945de9f85ec856c6a8ba4457c048da4f94a0b22878de6334d56f7678cd95f6,iv645-7sxnd-wm3rv-zgbdt-z3cei-4yobc-3o62b-rm227-fvdm5-355kc-qqe,2,289;407,290;408,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
f6ce08d00a4c5d9df813c8bcfd1fd18987908b583d5145f783bf1b4133f12172,iibrg-cn5kl-jd4kg-6gzlq-g23g4-d7o46-tzjax-4qqun-dsdmg-6fpnk-dqe,2,226;75,227;76,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
a73a2e4f357894473cf2cf5f072dfeda6660a36e700c482c3f82698fa09fdfac,2npbb-r54ks-3z2gh-vu3tn-2oyk6-uq2xn-vzsrb-s35x2-hl2tm-nelqk-bqe,2,346;334,347;335,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
e581ce9afd53b62bdfe7e93673f9ad8cd436995d19053c84fa5457a5fbdd049d,a75cf-uk2mr-ihmei-nyc7a-jf7y4-atjp5-fftkq-rqvgm-uz3th-xqjpb-cae,2,116;84,117;85,false,0,,,0,false,0,,,0,false,0,,,0,true,1,116,117,27.2,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
edd79de62be83a1d86b0aa99939d11d9f2c19b91e36532f51824a6891ccc2772,brlga-tr2nw-atdxg-irukn-q773m-3ukcz-fkm4z-dhbki-cpy7s-2gpox-3qe,2,400;399,401;400,false,0,,,0,true,2,418;318,419;319,168,true,2,418;318,419;319,144,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
747740a07dcc529f2945181acc33735db0386d733be9504b0ffccf1f83787697,c6fug-t72wt-4gjlg-2wa4r-hjip6-travu-y4i3f-hogrx-qz4gq-ll5cw-mqe,2,340;342,341;343,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
974c479ed62a3e2f3d7b6997b9769efaba7d1fb23fa769c004b220112a8a5311,,2,368;278,369;279,false,0,,,0,false,0,,,0,true,1,278,279,54,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
6a82f7e8c2285591ccfd9c20ffdbd710f0f5186d1e0334d3b03f639e53f087ac,3cey4-x5hdl-6ar47-vzvne-bcgig-wbzih-e5bqe-r6nqc-ld362-xpo5o-6qe,2,357;374,358;375,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
618857b7684de73928307aff1613207e550dec3a4e25885faf2e65796ce570ea,abnal-ojzrl-gtrbf-lwiko-zlhmw-y5g2n-rmcrk-gzixn-7skma-ca5el-eqe,2,132;365,133;366,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
f147a8288a254a74b89cee32b0fd93f84071e07a512ef1da146c9b7f3d9e03f8,7ft3p-pvre5-sqar3-ahrn3-3iesy-khjds-bjcu5-oudcv-2kurv-hfi5e-4qe,2,167;204,168;205,false,0,,,0,false,0,,,0,false,0,,,0,true,2,167;204,168;205,25,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
0e9c55e0a9d26c003eb9e12dce1a455e30d1826aa9e2be18b90b32514889e97e,i6y63-n76h6-g7i74-ri4sk-cacpy-r5vyh-a323i-giot4-talgz-5v23z-wae,2,240;58,241;59,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
73591e1194e9080db061faafc0fa5956ef33c9002755303c185fff3aae49c3ff,fqipj-75sox-vxt3i-u5hmw-2qnop-laefx-n2k7x-fjhu3-djeld-vi4v2-xqe,2,376;268,377;269,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
75d15325de0218c8d3a0f314a7104318f7a6a5fd309529afeb6c6da11e2a38fb,hvpmt-h53zb-nre3i-eulnm-yclsk-4dv43-euhsj-bgwrl-hpmxq-afa7j-6qe,1,4,5,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
30ab3ce79014b51aef970bf57c38935c53aed1f8c7ed01d806610494d4ee4729,f2nj3-jtefx-xy4b5-pdfia-he3lj-2nbja-h3d2d-syyro-4piss-5ivqe-sqe,1,321,322,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
d0c78408552551ae844b9ef7ed999b462fff86bd4bd0ba79c5cd2b8421496786,72w6b-7fhao-ncxep-bpqoi-ddftb-ba22l-mpjbc-3iriq-qojzl-euso5-wae,1,92,93,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
88aff46cb91f39ecb3fee8b74d8568aea203ad95d70e44cf679c8abcc12d68c6,pc4dl-t7akh-67uh5-t4xfw-gbcpc-7xm3z-5rlst-pknug-x3hia-qploy-uqe,1,5,6,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
344a205ea06716edf21467c194821647f7dc9e378f156c30830deacef7e4b62c,s7yrd-a5dyp-bdenk-ihz5q-bp2my-mgtrw-qogbd-pquy4-2nbrd-g7wpp-uae,1,250,251,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
569c66b1ab7530ef553e85f97a2f792feab6c01d1f9754349d7505a18f8c02d1,3koij-epinf-36gxf-shgd6-p3u72-2baly-siaqo-rzvfn-uekjv-n35oh-jqe,1,156,157,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
e5c4f8163c543ae03111d7c7cb3942e0fbf171679a9f1c4945675d11bf7068ab,m5fyh-zwnsp-cwwh2-bkt7c-7uqyc-t27vx-eerft-w6otd-em2vp-laaj2-sae,1,128,129,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
99a8dfd2091cc89cfc573d6b29cc89f8740bae30d34dd3b55f8140580f18d216,,1,152,153,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
44579774c2ebee2fd908ef636f0609479e6f5bf48a1ff7ef0e737031adae6dd7,lb4jl-utfao-hrfpw-qlyux-evp7u-ne472-g65zx-z2wkn-r54qt-lqnhf-jqe,1,31,32,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
2bf0223d40e7936249192967f8867a10d40ccb53ad056ef10ceb8ddc42e66580,b24hx-tbai6-gkj35-rokzp-shnky-6steh-65a7l-4zt2u-ibduj-j6jhn-hae,1,303,304,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
c29c482707e82551c58c136b457d7ef223cf460afb7a8c6df7c78084ed3f4456,entde-z4fjx-dnbz7-guu53-a5eik-ir65m-6siv3-zcz2g-efisn-zhz2c-rqe,1,283,284,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
7242d25f3cb59e2cc5bd702c4a89c6c1b19a0c7571b555a68370b16ff18c37b3,,1,200,201,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
b3440763715aaf1ca4ab24f8dad939387108e53f6360d5d6cf93d95296eb953d,6bx3d-ohuq4-ijn5h-dicsi-ue52e-ki4jc-4mkwa-umxzt-2c57m-aj73s-7qe,1,231,232,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
9bf42abfbf5706c75eca0a1933794da90acece0cc26574db1e0d77258088fd8d,26kej-dehm5-qjdup-l2vfm-wq64i-c74xd-s42ir-fubap-gtqab-lfg7t-eae,1,312,313,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
1b95a100cf091b472d2dacb92b1a70bad0d8ac9b8a08746fb761cd3fbd41d0f9,bmya5-26xxf-ec6lo-6xl2c-n3oov-yznda-henjr-pou62-c4et4-oe7ac-qae,1,115,116,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
d1795d19da19987b3ec2dc081e548823e4d6cd3bcb66a8d04674a08685cc6d6d,6fq7x-eav67-zyvam-eubhr-epz5h-ukzyc-jbcs3-dcr24-yf47t-al2t4-6qe,1,209,210,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
663ed5ef14d1ba189e32b01327679cad0c91ba7f3e9b70f64c59aa1fab10f012,zcdzz-oqzzp-h5bf7-wgtx7-gjy66-o56bk-ubmzu-pcpul-gbsoz-qvjpl-sae,1,13,14,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
bd6971b5d84925f3fe84304c4f3864449a6c3658e18ed0d3700f52347c6b652c,wsj2q-ayw2l-wogod-sygnh-pwe4k-nu2r6-vie6v-dfyln-6sn6x-6i77s-xae,1,76,77,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
07deaeb2a584aa38851e7ddecff3fbf75e7172f1e7c6a15ad01c317ee226f32e,ewi4d-jt5dc-m2izi-qspgh-bygjv-tecbp-mllv3-sd6ti-4frch-rxl6r-rae,1,110,111,false,0,,,0,true,1,159,160,14,true,1,159,160,10,true,1,110,111,40,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
d651af51f5c7a7dfca439c5376b8f20865d0c4e40f4aaffac1852af2fe9826fc,chydn-hjxhq-t37qw-r3zsg-iabzl-yik6w-tbot7-lncyg-6sspq-kmre5-4qe,1,78,79,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
bf431433f8194b04ad56c406b28dd55f84aea48a00c0b31b30e3a5cd0c667050,qbdss-bmsit-qdeef-nr5k6-khup6-dcww4-nxoh5-jfq7q-7vtvr-7ru72-lqe,1,202,203,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
