accountIdentifier,principal,numberOfOwnedNFTs,ownedNFTs,ownedNFTsVisible,minted,numberOfMintedNFTs,mintedNFTs,mintedNFTsVisible,mintValueICP,sold,numberOfSoldNFTs,soldNFTs,soldNFTsVisible,sellValueICP,bought,numberOfBoughtNFTs,boughtNFTs,boughtNFTsVisible,buyValueICP,listings,numberOfListedNFTs,listedNFTs,listedNFTsVisible,minListingPriceICP,collectionName,collectionCanisterId
7688d27a065b31f318e03d8a45e0c22edd4a1eecfd5c02b15ed768e00b13a5b8,vgaay-wzw36-rqvcc-o6lkq-35pkd-uutke-vec55-bfwox-t5iy5-ugvf7-rae,1,109,110,false,0,,,0,true,1,103,104,17.8,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
a2457c6056d20ceb73e118ebe68ac98da3a179f13c68dfaf73676211c11565c6,kpnef-dfovl-ck2hc-bjkdo-khpjq-wdehb-fn2yj-m7zmq-bu5nx-lhfzq-hae,1,170,171,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
5f338ac62bfe819d5538cd707c8bf9dee1cf6acd3cca0672be83bfe65099d3e0,,1,228,229,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
2e24bb446b95ccf6c8ab48fc55534c2dae689d5886c69ea79e4481f0101c8a27,4srlu-s654x-tfeym-vliug-sbuuh-e72ii-xgjqg-3vplb-65bsl-4dect-5ae,1,239,240,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
a1cf99f71832873a795015105db8b28ad87988997fa7b652a52f35b232bb8536,e2632-lbimj-f4vno-7vr6u-lchaa-gzzjo-ngwgl-7hi3m-kkj6y-aktog-yae,1,77,78,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
71988b54973c3687840db817ebc6c27e3b6dd7721422d17d0437a191c45672ca,4p5di-nhgsk-vlksq-k2xnd-hc6i3-g6uxn-ddf2s-5jrdo-dwsse-74czh-jqe,1,221,222,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
22a59cbf2fcd17cbd0f0e88a57f113905fb31c8c9600923eca9fcb9c649b3578,vqjkh-pa4mz-kfoga-kjhj6-qfkxl-bnsvm-g323r-qxcty-zsxya-onk5i-zae,1,108,109,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
7426eb41ce63886ef16cd02f0600e83311f42f60ee785311ef1d535c56f73c8d,hmnzv-jvd6o-fxbsf-usmr7-qq5cz-bc4n4-mu6gc-7kvmd-jp463-pefgl-cae,1,350,351,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
cbed905a0c8d35393d795861827025a5b41e6a230a97701991124458139e2bf4,,1,253,254,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
742c05e5d88fe44858c2ff6383f5ac8c19660ccafe54f01361b504254daa7197,iq6ab-fsuad-6lmbp-z6vaq-xwcxt-g7h2r-yjqpn-pvgyq-xki3s-v3bdw-5ae,1,80,81,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
49871ecd7fea93434ccd123d6b369880531f7d3222f707ae5ded9b91f78d785a,,1,67,68,false,0,,,0,false,0,,,0,false,0,,,0,false,0,,,0,Catalyze,gksxm-waaaa-aaaao-aapjq-cai
